EPOCH	TIMESTAMP	LEARNING_RATE	TRAIN_LOSS	TRAIN_PRECISION	TRAIN_RECALL	TRAIN_F1	TRAIN_ACCURACY	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY	TEST_LOSS	TEST_PRECISION	TEST_RECALL	TEST_F1	TEST_ACCURACY
1	19:58:45	0.0000	2.247471998210754	0.9164447784423828	0.9044	0.8324	0.8669	0.8207	1.0689053535461426	0.8805	0.7952	0.8357	0.7857	1.17051362991333	0.8754	0.801	0.8366	0.7874
2	20:08:20	0.0000	0.8643488960558342	0.4661317467689514	0.9554	0.901	0.9274	0.8975	0.9110738039016724	0.8936	0.8229	0.8568	0.8169	0.9548113346099854	0.8995	0.8332	0.8651	0.826
3	20:17:59	0.0000	0.49366158665452103	0.23113517463207245	0.9751	0.9543	0.9646	0.9503	0.9310429096221924	0.8872	0.8457	0.866	0.8374	0.9732964634895325	0.892	0.8538	0.8725	0.8454
4	20:27:32	0.0000	0.2529371801958398	0.11927583813667297	0.9874	0.977	0.9822	0.9744	0.976561427116394	0.8819	0.8568	0.8691	0.8457	1.0730276107788086	0.8877	0.8655	0.8765	0.8533
